syscfg_pctl_3@11e90000 | mediatek,pctl-3-syscfg syscon  | status=
syscfg_pctl_4@11d30000 | mediatek,pctl-4-syscfg syscon  | status=
syscfg_pctl_5@11d20000 | mediatek,pctl-5-syscfg syscon  | status=
syscfg_pctl_6@11c50000 | mediatek,pctl-6-syscfg syscon  | status=
syscfg_pctl_7@11f30000 | mediatek,pctl-7-syscfg syscon  | status=
syscfg_pctl_a@10005000 | mediatek,pctl-a-syscfg syscon  | status=
tdd@84000000 | mediatek,tdd  | status=
tdma@83020000 | mediatek,tdma  | status=
therm_ctrl@1100b000 | mediatek,therm_ctrl  | status=
timer | arm,armv8-timer  | status=
topckgen@10000000 | mediatek,topckgen syscon  | status=
topckgen_ao@1001b000 | mediatek,topckgen_ao  | status=
topmisc@10011000 | mediatek,topmisc  | status=
toprgu@10007000 | mediatek,toprgu  | status=
touch | mediatek,mt6771-touch  | status=okay
trng@1020f000 | mediatek,trng  | status=
tsf@1a0a1000 | mediatek,tsf  | status=
txbrp@87680000 | mediatek,txbrp  | status=
txcrp@87690000 | mediatek,txcrp  | status=
txupc@876b0000 | mediatek,txupc  | status=
uea_uia_u0@87600000 | mediatek,uea_uia_u0  | status=
uea_uia_u1@87610000 | mediatek,uea_uia_u1  | status=
ufs_mphy@11fa0000 | mediatek,ufs_mphy  | status=
ufshci@11270000 | mediatek,ufshci  | status=
upa@f0920000 | mediatek,upa  | status=
usb3@11200000 | mediatek,usb3  | status=
usb3_phy | mediatek,usb3_phy  | status=
usb3_xhci@11200000 | mediatek,mt67xx-xhci  | status=
usbphy | usb-nop-xceiv  | status=
utos | microtrust,utos  | status=
utos_tester | microtrust,tester-v1  | status=
vdec@16020000 | mediatek,vdec  | status=
vdec_gcon@16000000 | mediatek,vdec_gcon syscon  | status=
vdec_pp@16025000 | mediatek,vdec_pp  | status=
vdtop@16020000 | mediatek,vdtop  | status=
venc@17020000 | mediatek,venc  | status=
venc_gcon@17000000 | mediatek,venc_gcon syscon  | status=
venc_jpg@17030000 | mediatek,venc_jpg  | status=
vld2@16027800 | mediatek,vld2  | status=
vld@16021000 | mediatek,vld  | status=
vld_top@16021800 | mediatek,vld_top  | status=
vp6@16027000 | mediatek,vp6  | status=
vp8_vld@16026800 | mediatek,vp8_vld  | status=
vpu_core0@0x19100000 | mediatek,vpu_core0  | status=
vpu_core1@0x19200000 | mediatek,vpu_core1  | status=
wcdma_timer@870a0000 | mediatek,wcdma_timer  | status=
wifi@180f0000 | mediatek,wifi  | status=
wpe_a@1502a000 | mediatek,wpe_a  | status=
wpe_b@1502d000 | mediatek,wpe_b  | status=
